--- <out-dir-8>/server_R2c2Z8_1.log
(APIServer pid=274585) INFO 09-12 05:22:29 [loggers.py:310] Engine 000: Avg prompt throughput: 1291.5 tokens/s, Avg generation throughput: 342.5 tokens/s, Running: 17 reqs, Waiting: 43 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:22:39 [loggers.py:310] Engine 000: Avg prompt throughput: 1829.5 tokens/s, Avg generation throughput: 230.4 tokens/s, Running: 17 reqs, Waiting: 35 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:22:49 [loggers.py:310] Engine 000: Avg prompt throughput: 968.8 tokens/s, Avg generation throughput: 343.3 tokens/s, Running: 16 reqs, Waiting: 26 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:22:59 [loggers.py:310] Engine 000: Avg prompt throughput: 968.6 tokens/s, Avg generation throughput: 352.6 tokens/s, Running: 15 reqs, Waiting: 16 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:09 [loggers.py:310] Engine 000: Avg prompt throughput: 1722.3 tokens/s, Avg generation throughput: 261.4 tokens/s, Running: 17 reqs, Waiting: 1 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:19 [loggers.py:310] Engine 000: Avg prompt throughput: 107.6 tokens/s, Avg generation throughput: 273.9 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:29 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:39 [loggers.py:310] Engine 000: Avg prompt throughput: 1399.1 tokens/s, Avg generation throughput: 278.0 tokens/s, Running: 9 reqs, Waiting: 0 reqs, GPU KV cache usage: 50.8%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:49 [loggers.py:310] Engine 000: Avg prompt throughput: 1184.2 tokens/s, Avg generation throughput: 265.3 tokens/s, Running: 11 reqs, Waiting: 0 reqs, GPU KV cache usage: 62.1%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:23:59 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 71.1 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:09 [loggers.py:310] Engine 000: Avg prompt throughput: 1722.3 tokens/s, Avg generation throughput: 92.3 tokens/s, Running: 16 reqs, Waiting: 0 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:19 [loggers.py:310] Engine 000: Avg prompt throughput: 1184.0 tokens/s, Avg generation throughput: 333.8 tokens/s, Running: 14 reqs, Waiting: 0 reqs, GPU KV cache usage: 79.1%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:29 [loggers.py:310] Engine 000: Avg prompt throughput: 538.3 tokens/s, Avg generation throughput: 386.3 tokens/s, Running: 3 reqs, Waiting: 0 reqs, GPU KV cache usage: 16.9%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:39 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.8 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:49 [loggers.py:310] Engine 000: Avg prompt throughput: 1829.7 tokens/s, Avg generation throughput: 177.9 tokens/s, Running: 17 reqs, Waiting: 7 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:24:59 [loggers.py:310] Engine 000: Avg prompt throughput: 1399.3 tokens/s, Avg generation throughput: 294.4 tokens/s, Running: 16 reqs, Waiting: 7 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:09 [loggers.py:310] Engine 000: Avg prompt throughput: 968.9 tokens/s, Avg generation throughput: 357.3 tokens/s, Running: 17 reqs, Waiting: 6 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:19 [loggers.py:310] Engine 000: Avg prompt throughput: 968.4 tokens/s, Avg generation throughput: 350.5 tokens/s, Running: 11 reqs, Waiting: 0 reqs, GPU KV cache usage: 62.1%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:29 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 48.7 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:39 [loggers.py:310] Engine 000: Avg prompt throughput: 1829.9 tokens/s, Avg generation throughput: 93.4 tokens/s, Running: 17 reqs, Waiting: 37 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:49 [loggers.py:310] Engine 000: Avg prompt throughput: 968.9 tokens/s, Avg generation throughput: 351.7 tokens/s, Running: 15 reqs, Waiting: 37 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:25:59 [loggers.py:310] Engine 000: Avg prompt throughput: 1076.4 tokens/s, Avg generation throughput: 372.9 tokens/s, Running: 17 reqs, Waiting: 37 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:26:09 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.1 tokens/s, Avg generation throughput: 260.8 tokens/s, Running: 17 reqs, Waiting: 37 reqs, GPU KV cache usage: 96.0%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:26:19 [loggers.py:310] Engine 000: Avg prompt throughput: 1399.2 tokens/s, Avg generation throughput: 291.8 tokens/s, Running: 16 reqs, Waiting: 37 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:26:29 [loggers.py:310] Engine 000: Avg prompt throughput: 1183.9 tokens/s, Avg generation throughput: 341.1 tokens/s, Running: 16 reqs, Waiting: 33 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
(APIServer pid=274585) INFO 09-12 05:26:39 [loggers.py:310] Engine 000: Avg prompt throughput: 1076.3 tokens/s, Avg generation throughput: 324.5 tokens/s, Running: 16 reqs, Waiting: 23 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 0.0%
